,potential_positive,positive,partial,missing,insert_all,insert_but_in_text,insert_hallucination,try_count,truth_set,summ_set,misperid
10,33,0,33,27,0,0,0,1,"{'bingo hall', 'synagogue', 'Street', 'Glamis Road Dundee', '31 Step Row Dundee DD2 1AH', 'home', 'DD2', 'Den', 'Street Brechin DD9', 'Roseberry Street Dundee DD2 2NS', '3 Boniface Place Dundee', 'Dalgleish Road', 'book club', '296A Strathmore Avenue Dundee', 'Roseberry Street Dundee', 'retirement community', 'Adelaide Place Dundee', '146 Pitkerro Road Dundee', 'Ballumbie Road Dundee', 'Road Dundee', '2 Herod Hill Brae Dundee', 'Boniface Place', 'Commerce Street Brechin DD9 7BD', 'park', '2 Dalgleish Road Dundee', 'Street Dundee', 'East School Road Dundee DD3 8NX', '11 Panmure Terrace Dundee', 'Roseberry Street', '16 Cleghorn Street Dundee', 'medical clinic', 'Commerce Street Brechin', 'Gray Den', 'Derwent Avenue', 'Hyndford Street Dundee', 'Turnberry Avenue Dundee', 'Road', 'Dundee', 'Auldbar Road Forfar', 'East School Road', '28A Dura Street Dundee', 'Findcastle Street Dundee', 'senior housing', 'pharmacy', 'Tayside Street Carnoustie', 'Way', '19 Dalgleish Street Tayport', 'Stannergate Road Dundee', 'Dalgleish', 'Adelaide Place', 'grocery store', 'Finavon Street', 'adult day care', '1 Logie Street', '1', 'Ballumbie Road', '12 South Esk Road Forfar', '31 Step Row Dundee', 'St', '1 Alloway Place Dundee'}","{'41 Dock Street, Dundee', '41 Dock Street'}",386
11,16,2,14,2,4,4,0,1,"{'Discovery Quay Dundee', 'Street', 'Road Forfar', 'New Road Forfar DD8 2AE', '6 Lownie Road Forfar', '11', 'Road Forfar DD8', 'volunteer organization', 'Dundee', 'Auldbar Road Forfar', 'Tayside Street Carnoustie DD7 6AX', '2', 'Roseberry Street Dundee', 'Dundee Road Arbroath', 'summer camp', '150 Strathmartine Road Dundee', 'skate park', '22 Marine Parade Walk Dundee'}","{'military base', 'harbor', '6 Lownie Road, Forfar', 'elevator', 'Discovery Quay, Dundee', 'Tayside Street, Carnoustie, DD7 6AX', '22 Marine Parade Walk, Dundee', 'summer camp', 'New Road, Forfar', 'skate park', 'Hyndford Street', '23 City Road, Dundee', 'New Road, Forfar, DD8 2AE', '2 Herod Hill Brae, Dundee, DD4 8FG', 'bridge', 'Auldbar Road, Forfar', 'Roseberry Street, Dundee', '150 Strathmartine Road, Dundee', 'Dundee Road, Arbroath'}",403
12,8,0,8,2,4,4,0,1,"{'Dundee DD2', 'Turnberry', '31 Step Row', 'Turnberry Avenue Dundee DD2 3TP', 'Turnberry Avenue Dundee', 'Turnberry Avenue', 'volunteer organization', '31 Step Row Dundee', 'Dundee', 'Home'}","{'dock/marina', '31 Step Row, Dundee', 'Boniface Place', 'Turnberry Avenue, Dundee', 'Adelaide Place, Dundee', 'Auldbar Road, Forfar', 'Step Row, Dundee', 'Kirsty Semple Way'}",416
13,14,1,13,5,3,3,0,1,"{'study group', '6', 'Drive', 'Edinburgh', '16', '26a Pumpherston Road Livingston', 'house', '18 Ware Road EH39 4BN', 'Cluny Drive Edinburgh EH10 6DP', '40 Woodhall Road Edinburgh', 'movie theater', 'Countess Crescent EH42 1DX', 'The Cross EH49 7AH', 'dance studio', 'playground', '60 Newcraighall Road Edinburgh', 'sports club', '7 Woodhall Grove Edinburgh', 'Knox Place Haddington EH41 4EB'}","{'Countess Crescent', 'Cluny Drive', '18 Ware Road', '7 Woodhall Grove', 'Knox Place, Haddington', 'EH42 1DX', 'restaurant near 10-16 Cluny Drive', 'Woodhall Road', 'Pumpherston Road', 'Haddington', '26a Pumpherston Road', 'EH39 4BN', 'EH10 6DP', '16 Williamstone Court', '10-16 Cluny Drive', 'dance studio on Cluny Drive', 'The Cross', 'EH41 4EB', 'Williamstone Court', 'school', 'EH49 7AH', 'Woodhall Grove', '60 Newcraighall Road', 'alleyway', 'movie theater', 'playground near 18 Ware Road', 'The Cross, EH49 7AH', 'Knox Place', 'Livingston', '40 Woodhall Road'}",422
14,32,3,29,3,10,10,0,1,"{'Mar Road Braemar AB35 5YN', 'North Road Insch AB52 6XP', 'bingo hall', 'Bog Road AB31 4JU', 'Street', 'Mar Road Braemar', 'Seafield Circle Buckie', '14 East Park Inchmarlo AB31 4GB', 'Inchmarlo', 'Beltie Road', 'Home', 'Bog Road', 'Carmelite Street Banff AB45 1GF', 'of', 'book club', 'Mill Road Insch AB52 6JA', 'retirement community', 'park', '3 Kingsford Road Alford AB33 8HH', 'Gordon Crescent', 'Gordon Crescent AB34 5HJ', '3', 'nursing home', 'school events', 'A939 Corgarff', 'Carmelite Street Banff', 'neighborhood cafe', 'school', 'Banchory', 'Road', 'Inchmarlo Road Banchory AB31 4AB', 'Mill Road Insch', 'A939 Corgarff AB36 8YL', 'North Lane Archiestown AB38 7QL', 'Bridgend of Glenlivet Ballindalloch'}","{'abandoned building close to the Bog Road nursing home', '14 East Park, Inchmarlo, AB31 4GB', 'tunnel', 'Mar Road, Braemar', 'March Road, Buckie', 'cliff close to Seafield Circle, Buckie', 'abandoned building near Beltie Road', 'Beltie Road', 'tunnel near North Lane, Archiestown, AB38 7QL', 'cliff by 14 East Park, Inchmarlo, AB31 4GB', 'March Road, Buckie, AB56 1ER', 'cliff edge', 'Carmelite Street, Banff', 'Inchmarlo Road, Banchory, AB31 4AB', 'Gordon Crescent, AB34 5HJ', 'tunnels near Inchmarlo Road, Banchory, AB31 4AB', 'Buckie', 'Carmelite Street, Banff, AB45 1GF', 'secluded area', 'Gordon Crescent', '3 Kingsford Road, Alford, AB33 8HH', 'A939, Corgarff', 'Bog Road, AB31 4JU', 'casino', 'Bridgend of Glenlivet, Ballindalloch', 'Alford', 'A939, Corgarff, AB36 8YL', 'local bingo hall', 'cliffs', 'school', 'casinos', 'North Lane, Archiestown, AB38 7QL', 'park near Beltie Road', 'abandoned building', 'Mill Road, Insch, AB52 6JA', 'tunnel opening on Mill Road, Insch', 'tunnel leading away from the casino', 'abandoned building at Mar Road, Braemar, AB35 5YN', 'Edward Street 1 CB30SZ', 'cliff', 'Mill Road', 'North Road, Insch, AB52 6XP', 'casino on Carmelite Street, Banff, AB45 1GF', 'forest'}",443
15,4,0,4,4,0,0,0,1,"{'312 Greengairs Road Greengairs ML6 7TQ', 'bingo hall', '312 Greengairs Road', '312 Greengairs', 'Derwent Avenue Dundee', 'Derwent Avenue Dundee DD3 0AX', 'Home', '312 Greengairs Road Greengairs'}","{'Greengairs', '312 Greengairs Road, Greengairs', '312 Greengairs Road, Greengairs, ML6 7TQ'}",453
16,21,6,15,2,5,5,0,1,"{'gym', 'Orchard Park Beauly', 'Sir Walter Scott Drive Inverness', '167 Culduthel Road Inverness', '25 Harbour Road Inverness', 'Inverness', 'Lotland Street', 'Road Inverness', 'tutoring center', 'Longman Road Inverness', 'Culduthel Avenue Inverness', 'Linkwood Way Elgin', 'Leachkin Road Inverness', '35 Cranmore Drive Inverness', 'Glenurquhart Road', 'movie theater', 'music lessons', 'Balmakeith Industrial Estate', 'Sir Walter Scott Drive', 'playground', 'youth center', 'of', 'Seaforth Road Muir of Ord'}","{'Culduthel Park', 'Leachkin Road, Inverness', 'Culduthel Road, Inverness', '25 Harbour Road, Inverness', 'Sir Walter Scott Drive, Inverness', '11 Eastgate, Inverness', 'Culduthel Avenue, Inverness', 'Beauly', '167 Culduthel Road, Inverness', ""Shirley Cox's vehicle"", 'parking lot', 'playground', 'Lotland Street, Inverness', 'Linkwood Way, Elgin', 'Orchard Park, Beauly', 'tutoring center', 'Glenurquhart Road', 'movie theater', 'Balmakeith Industrial Estate', 'Longman Road, Inverness', 'Edward Street 1 CB30SZ', 'cave', 'Seaforth Road, Muir of Ord', 'vehicle', 'dance studio', 'youth center'}",459
17,4,3,1,0,7,7,0,1,"{'movie theater', '312 Greengairs Road Greengairs ML6 7TQ', 'Home', '312 Greengairs Road'}","{'ferry', 'Greengairs', 'movie theater', '312 Greengairs Road', 'local ferry terminal', 'ML6 7TQ', 'school', 'beach', 'Home', 'bathroom', 'concert venue', '9 Caroline Street', 'movie theater concert venue'}",475
18,1,0,1,1,6,5,1,1,"{'Walker Drive South Queensferry', '2'}","{'river', 'secluded farm by the river', 'Edward Street 1 CB30SZ', ""grandfather's farm"", 'highway', 'Walker Drive, South Queensferry', 'bar/nightclub'}",490
19,8,2,6,1,9,9,0,1,"{'312 Greengairs Road Greengairs ML6 7TQ', '312 Greengairs Road', 'Ballumbie Road Dundee', 'tutoring center', 'Ballumbie Road', 'Road', 'Ballumbie Road Dundee DD4 0PD', 'Home', '312 Greengairs Road Greengairs'}","{'Tutoring center', 'Grocery store near Ballumbie Road, Dundee', 'Ballumbie Road, Dundee', 'Local trails', 'Grocery store near 312 Greengairs Road', 'Hamilton Place, Rosyth', 'Greengairs Road', 'Ballumbie Road, Dundee, DD4 0PD', 'Grocery store on Ballumbie Road, Dundee', 'Broxden Avenue, Perth', 'Dundee', 'Local grocery store', 'Local park', 'Grocery store', 'Greengairs', '312 Greengairs Road', 'South Groathill Avenue, Edinburgh', 'School', 'Rosyth'}",553
20,11,5,6,1,2,2,0,1,"{'Acre Drive', '279 Milngavie Road Glasgow', '1a The Auld Road', 'clinic', 'church', '21 Rampart Avenue', 'West Clyde Street Helensburgh', 'physical therapy clinic', '6 Bard Avenue', 'Road', 'Hall Road Rhu', 'Archerhill Road Glasgow'}","{'Acre Drive', '279 Milngavie Road', '1a The Auld Road', 'wilderness', 'clinic', '112-117 West Clyde Street, Helensburgh', '21 Rampart Avenue', '224-226 Archerhill Road', 'Belsyde Avenue', '6 Bard Avenue', 'Hall Road, Rhu', 'bus station'}",615
21,7,2,5,1,21,18,3,1,"{'gym', 'Greengairs', '312 Greengairs Road', 'The', '14 The Meadows Stirling', 'Home', 'The Meadows Stirling', '312 Greengairs Road Greengairs'}","{'', 'island', 'Inverness', 'bus stop', 'shoreline', '14 The Meadows, Stirling', '32 Caledonia Court, Rosyth', 'bus', 'Southside Road, Inverness', 'The Meadows, Stirling', 'sea kayaking location', 'Stirling', 'Caledonia Court, Rosyth', 'Broxden Avenue', 'Parkside Street, Rosyth', 'school', 'Greengairs', 'local island getaway', '312 Greengairs Road', 'Perth', 'local gym', 'Edward Street 1 CB30SZ', 'ferry dock', '63 Parkside Street, Rosyth', 'secluded island getaway', '25 Southside Road, Inverness', 'remote island', 'local park', 'Rosyth'}",656
22,39,2,37,4,11,11,0,1,"{'Castle Road Rosyth', 'Parkside', 'Abbey Walk St Andrews', 'Street', 'Mid', 'church', 'coffee shop', 'Rosyth KY11', 'Lochies Road Burntisland', 'Castlandhill Road Rosyth KY11 2PZ', '28 Castle Street Crail', '1 Primrose Avenue Rosyth KY11 2SX', 'Place Rosyth', '16 Burney Place Rosyth', '23 Haddow Grove Burntisland', '137', 'professional networking events', '34 Kirkton Drive Burntisland', '30 Selvage Place', '53 Newton Crescent Rosyth KY11 2QW', 'regular bar', 'workplace', '1 Craig Court Burntisland', 'Burntisland', 'office', '15 Woodside Avenue Rosyth', '8', '7 Dorran Square KY6 3DU', '16 Albert Street Rosyth', '3', '1 Collinswell Drive Burntisland', 'Road', 'North', 'childcare facility', 'Upper Largo', 'Place', 'West Green Crail', '61 Harley Street Rosyth', '1', 'North Street Glenrothes', '137 Park Road West Rosyth', 'St', 'Rosyth'}","{'a remote area of a national park', 'Lochies Road, Burntisland', 'Castle Road, Rosyth', ""8 King's Place, a suspected drug house"", '16 Burney Place, Rosyth', '28 Castle Street, Crail', '61 Harley Street, Rosyth', '15 Woodside Avenue, Rosyth', 'a water-related area', '1 Parkside Square, Rosyth', 'Nicol Drive', 'a forested area', ""a relative's house"", 'a dense forested area', 'a drug house', '137 Park Road West, Rosyth', 'a church', 'Chapel Level, Kirkcaldy', '1 Collinswell Drive, Burntisland', '1 Primrose Avenue, Rosyth', 'a known drug house near 1 Primrose Avenue, Rosyth', '30 Selvage Place', '23 Haddow Grove, Burntisland', 'a local truck stop', 'a water-related location near Castle Road, Rosyth', 'gang territory', 'a coffee shop near 137 Park Road West, Rosyth', 'North Street, Glenrothes', 'a national park', 'a drug house at 7 Dorran Square, KY6 3DU', 'a coffee shop near a truck stop', 'a drug house at 16 Burney Place, Rosyth', '16 Albert Street, Rosyth', '38 Backmarch Crescent, Rosyth', '1 Craig Court, Burntisland', 'a truck stop near a national park', 'Abbey Walk, St Andrews', 'a regular bar', 'a truck stop near Lochies Road, Burntisland', 'Upper Largo', 'Kirkcaldy', 'a forested area near a national park', 'a drug house located at 6-9 West Green, Crail', '34 Kirkton Drive, Burntisland', '53 Newton Crescent, Rosyth', 'a water-related location at 34 Kirkton Drive, Burntisland', 'his workplace', ""a colleague's residence"", 'a childcare facility close to 1 Collinswell Drive, Burntisland', '7 Dorran Square, KY6 3DU', 'a colleague', 'a truck stop at 61 Harley Street, Rosyth', '6-9 West Green, Crail', 'Castlandhill Road, Rosyth, KY11 2PZ'}",683
23,7,0,7,3,3,3,0,1,"{'shopping mall', 'fast food restaurant', 'Edinburgh', 'The Cross EH49 7AH', 'EH4', '1', '1 St James Square Edinburgh', '5 Pheasant Walk North Berwick EH39 5HX', '13 Browns Place East Linton', 'Knox Place Haddington EH41 4EB'}","{'Kings Cairn, EH39 5HQ', '13 Browns Place, East Linton', 'wilderness', 'escalator', 'The Cross, EH49 7AH', '5 Pheasant Walk, North Berwick, EH39 5HX', 'Abbotsford Road, North Berwick', 'cave', 'Knox Place, Haddington, EH41 4EB', '1 St James Square, Edinburgh'}",729
24,10,2,8,3,5,5,0,1,"{'senior center', 'Moray Street Blackford', 'synagogue', 'Street', 'Balmoral Road Blairgowrie', 'Whitefriars Street Perth', '10 12 Southlands Road Auchterarder', 'Whitefriars Street Perth PH1 1PP', 'Moray Street', 'regular walking route', 'Road', 'Moray Street Blackford PH4 1QF', 'Home'}","{'', 'farm, near Moray Street, Blackford', 'Balmoral Road, Blairgowrie', 'synagogue', 'Auchterarder', 'Strathview Gardens, Pitlochry', 'mine, Auchterarder', 'rural farms', 'Perth', 'Moray Street, Blackford', 'Luncarty', 'Edward Street 1 CB30SZ', '22-24 Whitefriars Street, Perth', 'school', '10 & 12 Southlands Road, Auchterarder', 'Blackford mine', 'Moray Street', 'Whitefriars Street, Perth'}",777
25,25,5,20,6,4,4,0,1,"{'9', 'Hamilton Drive IV30 4NN', 'Sir Walter Scott Drive Inverness', 'assisted living facility', 'Inverness', '9 Charles Cameron Place Kyleakin IV41 8AB', 'nursing home', 'Hamilton Crescent IV30 4NW', 'Glenurquhart Road Inverness', 'Ord Drive Muir of Ord IV6 7UH', 'dialysis center', 'Elgin', 'Hamilton', '9 Charles Cameron Place Kyleakin', 'Ord Drive Muir of Ord', 'Linkwood Way Elgin', 'Road', 'Linkwood Way', 'Home', '9 Caroline Street IV40 8EH', 'book club', 'pharmacy', 'Place', 'Glenurquhart Road Inverness IV3 5NX', 'Rosedene Court Inverness', 'Duncan Drive IV30 4NH', 'regular walking route', 'Hamilton Crescent', '34 Tyock Industrial Estate Elgin', 'library', 'of'}","{'Inverness', 'campground', 'Elgin', 'nearby trails', 'Sir Walter Scott Drive, Inverness', 'Glenurquhart Road, Inverness', 'Linkwood Way', '39 Greig Street, Inverness', '39 Greig Street', '9 Charles Cameron Place, Kyleakin', 'Ord Drive, Muir of Ord', 'Black Isle Road, Muir of Ord, IV6 7RR', 'Lotland Street, Inverness', 'Brumley Brae', '9 Caroline Street, IV40 8EH', 'Brumley Brae, IV30 4NR', 'Mayne Road, Elgin', 'Duncan Drive, IV30 4NH', 'near her regular walking route', 'Muir of Ord', 'Rosedene Court, Inverness', '8-10 Linkwood Way, Elgin, IV30 1HY', '8-10 Linkwood Way, Elgin', 'Ord Drive, Muir of Ord, IV6 7UH', 'Hamilton Crescent, IV30 4NW', 'Kyleakin', 'campground off Hamilton Drive, IV30 4NN', 'Tyock Industrial Estate', 'Hamilton Crescent', '9 Charles Cameron Place, Kyleakin, IV41 8AB', 'Glenurquhart Road, Inverness, IV3 5NX', 'Highlands', 'library', '34 Tyock Industrial Estate, Elgin'}",781
